,PV(kW),Load(kW)
277,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.   23.8  34.9  28.   32.6  64.7  67.3 129.3 142.6
 272.2 320.3 303.9 305.5 453.7 592.6 675.4 465.9 613.8 637.9 279.5 950.
 733.8 890.3 615.4 919.5 664.2 812.7 781.7 739.5 442.2 800.5 832.  527.2
 579.7 364.1 795.2 506.8 661.4 806.2 807.  718.4 783.6 752.2 794.9 757.6
 488.9 349.8 615.5 630.  563.9 520.2 378.7 336.9 189.3  93.  141.5 169.4
 332.6 204.1 109.   81.2  67.3  31.5  43.   16.1  24.8  28.1  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.  134.2 114.2 104.   74.1 111.  129.6 106.4 125.6  91.6  91.7  83.5
 117.7 107.6  93.5 100.2  73.9 121.1  87.4 107.7 102.   92.5 103.6  80.4
 147.9 205.7 194.  201.4 302.3 339.5 357.3 381.3 246.7 412.1 322.2 246.7
 222.3 433.9 366.6 255.8 365.7 363.  277.9 263.3 296.6 270.2 320.4 311.8
 337.5 389.5 216.6 228.7 292.9 288.3 310.  240.4 248.3 278.1 274.  335.2
 291.1 346.6 323.  235.9 311.9 362.5 360.8 432.3 578.7 489.4 653.6 519.8
 475.5 589.8 654.  437.6 445.8 609.4 662.4 444.1 599.7 575.7 597.2 365.1
 664.4 660.6 726.4 498.9 553.3 696.1 356.4 437.1 442.3 394.4 322.7 235.4]"
278,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   13.3  17.6  30.5  26.2  45.1  68.2  78.4 123.6 151.3
 288.4 301.9 312.6 309.9 456.7 603.6 640.8 577.5 481.  691.4 278.5 734.6
 951.  840.9 743.1 823.3 896.5 840.8 689.9 926.5 354.1 754.2 574.2 461.4
 719.1 428.  933.3 560.4 757.3 669.4 721.5 707.6 700.  678.5 780.1 658.5
 435.5 332.6 675.6 607.3 541.9 573.5 314.  278.1 174.6 104.  141.4 143.3
 221.7 233.4  91.9  75.4  62.2  41.5  38.1  13.7  22.   24.9  22.    0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[119.6 114.1 118.1 113.8 101.1 137.6 135.3 131.9 136.6  73.8  78.6  87.
  95.7 108.6 110.6  99.3  92.8 129.7  78.5 106.5 113.1  84.2 105.3  81.9
 139.1 180.1 210.6 197.1 259.5 300.8 408.7 348.5 317.1 414.9 296.9 225.8
 307.7 345.7 270.4 265.6 359.8 358.4 249.6 295.  250.3 251.6 341.9 286.3
 285.  408.6 292.3 226.7 240.7 259.7 252.5 255.5 271.7 264.7 336.3 391.6
 320.8 318.2 328.7 397.7 397.1 380.7 370.  395.9 541.7 447.5 641.7 530.6
 505.  672.4 533.7 499.7 473.3 632.2 691.6 430.2 579.3 618.6 548.2 440.6
 657.6 695.2 576.1 521.1 599.6 680.1 427.7 377.5 383.2 405.1 338.8 247.1]"
279,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   12.8  23.1  36.7  28.2  34.6  57.4  57.1 153.3 156.1
 260.2 346.3 297.  326.7 423.5 649.  537.3 489.7 642.7 592.5 393.5 799.5
 810.1 812.  690.6 977.8 779.5 820.2 787.3 704.2 433.  646.4 726.8 468.
 494.4 434.4 824.8 608.4 665.4 824.3 671.9 680.6 740.5 713.9 662.5 764.1
 519.8 337.2 521.8 564.5 499.8 567.1 333.  319.2 143.   96.2 135.5 148.9
 323.5 272.3 106.2  88.9  59.1  38.6  34.5  15.3  23.6  30.3  20.9   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[108.  137.2 126.3  97.7  94.6 121.1 135.5 132.5 130.6  89.2  87.6 101.
 121.3  91.4 110.9  97.   86.1 114.1  76.3 101.6 116.7  74.   98.1  77.9
 170.6 144.8 178.3 208.  294.1 359.4 418.7 320.  327.6 474.2 290.7 223.
 283.6 430.1 333.3 328.1 343.8 472.1 308.1 228.1 292.1 282.3 258.4 278.8
 304.4 366.2 241.7 238.4 280.3 248.7 273.7 242.9 304.7 267.3 302.8 396.7
 322.5 322.4 317.9 361.7 401.1 353.8 340.2 369.4 560.3 439.6 617.6 603.5
 522.1 642.5 497.  434.3 454.8 509.  628.2 475.8 624.2 513.2 550.2 495.4
 749.6 610.4 704.8 625.7 588.2 598.3 405.6 449.  438.7 395.4 281.7 250.4]"
280,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   12.1  23.3  29.9  33.5  45.8  58.6  67.4 126.9 153.9
 237.8 324.7 310.9 342.7 376.9 663.  622.1 492.1 666.5 723.3 330.6 724.1
 873.7 739.  696.2 840.5 682.9 794.2 868.8 659.2 396.5 760.2 644.3 506.4
 634.4 398.9 912.3 613.7 673.1 806.8 639.2 641.5 689.2 864.7 512.7 700.2
 446.2 396.  609.6 623.4 668.8 567.2 371.4 326.1 144.2 111.  118.9 175.4
 222.5 267.3  98.   86.6  69.8  38.8  32.8  14.6  23.3  26.6  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[114.3 115.4 135.   99.6  91.4 110.8 141.4 131.8 122.4  83.6  88.3 105.8
 101.4  96.4 102.3  92.8  77.8 112.2  84.6 103.5 107.6  91.8 102.5  96.2
 163.3 189.2 183.9 179.2 268.3 354.2 388.5 387.9 372.2 372.9 282.1 300.6
 302.8 417.3 282.9 272.9 333.2 367.8 283.7 290.2 260.2 267.3 338.4 281.4
 297.6 357.2 215.5 256.8 258.8 241.8 292.5 313.6 268.8 318.6 301.4 372.8
 319.1 311.  358.5 366.9 422.2 382.4 381.8 420.1 546.2 408.5 620.4 661.1
 502.9 586.9 538.6 443.1 387.1 540.2 603.9 499.2 591.2 530.3 646.  509.
 640.5 663.6 662.5 557.2 549.9 629.1 445.2 361.2 399.7 311.9 304.7 228. ]"
281,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   10.2  18.8  36.5  29.2  43.7  52.2  74.  144.1 142.5
 242.  330.3 323.2 343.4 425.6 585.3 617.8 494.8 649.7 622.1 317.6 708.7
 790.6 920.2 771.1 796.1 802.  676.5 737.8 763.  485.2 934.6 818.1 458.7
 618.4 464.4 857.4 573.5 721.7 757.4 643.3 649.  733.8 759.6 780.4 862.4
 448.8 366.2 650.7 560.2 578.9 513.6 362.1 287.6 163.8  99.2 139.8 135.2
 272.2 275.3  93.2  88.9  64.9  27.8  36.1  12.6  21.8  27.8  24.4   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.5 144.3 130.   93.3  99.  131.6 129.4 109.3 129.8 106.2  79.6 100.1
 106.8 112.2  96.2  94.2  85.4  94.2  83.9 100.4  79.6  77.9 103.2  87.5
 154.2 147.7 172.8 233.6 291.8 352.4 371.5 423.  344.5 414.3 285.2 248.7
 287.8 336.  308.7 328.7 317.7 408.4 288.8 274.1 293.1 310.  331.3 307.2
 255.7 382.1 220.7 271.  240.9 230.  308.2 273.5 305.1 272.9 382.3 283.8
 312.3 303.4 312.  320.7 419.7 397.3 461.4 409.1 677.4 423.1 634.8 572.7
 559.3 642.7 581.4 381.4 497.1 535.8 608.6 430.3 682.2 534.7 552.9 381.7
 771.4 716.  667.8 575.6 571.9 651.5 393.4 382.5 389.5 349.5 284.5 232.4]"
282,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.8  22.8  35.3  33.3  42.8  58.9  69.9 114.7 145.7
 266.7 329.2 276.2 328.6 439.5 635.  564.2 496.6 563.7 677.8 323.8 819.8
 872.8 847.7 749.8 786.7 715.7 873.1 753.3 779.5 391.4 889.3 721.6 537.9
 673.1 401.2 804.1 547.1 543.2 662.  771.2 834.7 774.1 825.7 759.8 635.3
 454.8 355.  472.4 567.1 448.2 438.1 324.7 277.8 183.7 111.9 138.8 184.8
 307.2 251.2 104.9  67.8  63.1  37.1  33.7  15.9  25.5  30.   21.7   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[119.2 116.3 165.2 104.1  86.9 128.5 130.7 106.3 150.1 107.8  82.1  94.6
  88.7 111.1 111.   97.1 102.4  89.7  83.2 112.3 101.5  71.7 115.6  81.4
 130.2 177.2 182.8 207.5 271.1 310.5 308.2 361.  276.  471.5 326.2 221.3
 290.9 376.3 289.1 278.8 349.5 386.  300.8 256.6 261.6 279.5 255.3 302.
 307.4 321.2 250.7 224.4 226.6 240.2 318.1 268.4 279.7 328.7 317.7 325.8
 325.4 334.9 333.3 318.  438.1 427.  375.6 425.7 509.4 494.5 566.3 514.1
 559.9 578.5 503.5 506.5 440.2 593.2 670.6 452.2 584.6 558.2 626.1 429.7
 645.  686.9 641.7 521.4 580.6 627.7 411.6 479.5 424.3 381.  337.7 232.3]"
283,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.   24.   32.6  28.1  36.   69.8  58.  146.6 141.5
 259.  321.9 292.5 289.4 414.  656.2 671.  532.2 717.9 594.8 354.7 774.1
 791.6 866.9 716.1 751.1 634.3 680.9 652.1 753.3 387.9 770.6 767.3 400.5
 583.  510.3 750.2 599.2 673.3 745.5 543.6 603.1 860.8 657.6 508.3 647.2
 571.1 345.8 627.2 665.3 712.7 549.6 326.4 276.3 165.6  99.7 114.9 194.5
 308.  242.9 100.3  74.8  73.1  34.9  32.2  13.2  23.2  28.2  20.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[ 95.3 119.2 157.2  92.   71.8 143.6 134.2 125.3 126.1  92.2  78.2  80.5
 117.2  97.1 101.8 104.4  89.1  98.7  66.7 109.4 120.1  72.9  79.7  75.5
 136.3 166.7 174.3 165.5 263.4 324.1 346.  330.6 300.4 388.2 296.4 197.8
 362.  398.2 370.6 263.7 357.5 454.2 315.9 203.  278.3 313.2 320.8 338.
 316.6 404.4 255.4 232.7 285.1 220.6 295.6 211.  188.8 255.1 397.  315.3
 329.3 344.4 270.3 295.7 420.5 376.3 336.4 396.3 737.6 425.1 632.2 589.6
 522.5 519.9 590.7 480.2 381.  631.9 514.3 461.  492.1 437.5 570.3 447.8
 706.1 584.8 605.  567.5 682.  722.4 392.6 438.4 358.  310.3 324.1 208.4]"
284,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   13.1  23.2  37.3  28.3  38.6  52.   70.3 121.5 138.2
 267.9 297.9 260.9 355.9 342.6 674.1 516.5 529.2 620.2 635.4 381.6 776.3
 837.2 746.5 668.4 961.9 794.4 579.4 755.8 759.6 497.5 689.  758.1 505.8
 699.8 470.7 781.4 679.2 579.7 868.  640.1 944.8 771.3 606.2 750.8 832.4
 484.6 374.  527.9 681.4 466.4 591.5 327.8 294.2 191.8 110.5 112.2 179.9
 274.9 278.8 127.1  83.4  69.1  29.9  32.8  15.9  18.8  25.7  27.7   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[ 94.4 139.8 153.6  97.2 102.7 145.9 158.5 127.9 114.7  71.3  87.6  93.5
 111.4  91.6 107.3  97.8  87.1  95.1  76.3 115.3 103.1  82.2  89.2  92.7
 165.2 182.  205.4 247.  277.3 342.4 398.  365.5 327.2 460.4 336.  251.7
 327.2 366.2 353.6 246.6 294.5 401.5 272.  256.9 328.7 224.1 282.7 354.5
 292.4 403.1 232.9 241.6 211.2 240.  296.6 263.8 261.8 290.1 334.6 462.7
 340.9 322.5 273.3 386.1 396.4 394.5 383.7 344.  608.2 493.2 615.7 532.9
 447.6 622.1 599.5 395.8 395.  481.7 684.2 467.6 570.3 527.8 591.6 473.
 629.2 687.5 589.9 587.  662.3 592.9 442.9 501.8 403.9 392.5 332.3 251.6]"
285,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   10.7  23.6  33.6  28.2  49.6  61.4  64.1 138.9 116.
 263.8 326.9 321.5 320.2 458.4 621.4 715.3 549.1 602.8 593.8 333.2 752.5
 967.4 865.5 866.3 753.  655.3 860.5 750.2 696.8 379.9 807.5 674.1 429.2
 693.  506.8 833.  650.3 521.8 734.3 784.9 738.4 721.8 644.5 545.  645.
 442.2 352.8 616.1 537.3 554.6 432.9 365.6 224.4 188.9  88.3 123.8 174.1
 315.  262.8  98.6  89.   65.2  33.8  35.9  16.   22.1  22.9  21.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[111.7 144.8 127.9  93.5  92.6 118.  114.6 102.3 144.   95.6  89.8  92.9
 114.1  92.6  90.  101.3  86.3 109.5  89.   98.9 128.4  75.  104.2  88.
 137.1 172.4 176.  216.2 265.5 359.8 404.5 412.4 361.2 530.5 322.7 177.9
 323.4 403.9 334.8 230.3 330.7 432.5 336.1 258.  274.  283.3 317.5 327.8
 299.8 330.6 233.6 227.8 222.5 243.1 307.5 295.5 246.6 292.  295.1 364.7
 349.5 334.1 337.6 330.3 390.5 407.3 405.5 423.8 620.3 462.8 613.5 516.3
 534.2 723.1 515.3 472.8 486.4 477.6 638.2 470.5 566.4 600.2 548.7 495.3
 719.7 733.  476.1 568.  613.2 605.9 449.8 513.9 406.4 371.1 345.3 239.1]"
286,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    9.3  22.9  28.   33.8  40.4  58.4  49.4 132.  171.
 324.1 367.1 284.6 334.5 402.4 544.8 631.8 524.4 628.4 544.7 291.  756.9
 815.6 915.4 684.6 829.3 782.5 658.  554.5 701.5 393.7 933.1 629.3 428.2
 503.5 444.  701.8 506.4 715.4 653.7 599.8 899.9 650.3 722.5 686.9 766.6
 470.8 367.  667.5 598.7 633.4 447.  413.7 277.6 184.9  99.  109.9 161.9
 308.1 269.3 101.1  81.6  73.7  29.6  38.3  15.   24.7  26.8  21.5   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[108.1 135.6 122.1  68.9  86.2 139.1 131.8 114.4 142.9  90.2  76.2  88.8
 103.1 103.6 104.8 108.   89.2 106.4  82.9 111.5 105.8  87.8 104.8  69.7
 167.6 180.2 166.9 210.1 286.6 294.9 456.5 368.6 295.9 509.  333.2 300.2
 361.4 378.  257.9 260.6 336.3 394.3 282.6 280.8 297.4 283.1 296.9 305.6
 321.2 448.  257.8 223.5 267.5 260.7 273.7 262.8 286.2 285.7 358.8 387.3
 311.2 367.9 315.7 385.  423.1 396.4 358.2 465.4 600.6 366.6 715.7 476.
 538.9 640.8 558.8 456.5 484.  702.8 611.5 497.6 504.7 521.7 518.4 514.5
 683.3 505.  616.5 530.8 557.8 672.6 421.9 365.9 433.4 266.  274.7 247.9]"
287,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   13.1  20.8  31.2  31.6  46.6  56.7  65.  137.2 149.5
 302.2 270.8 297.  351.1 418.6 624.8 664.6 551.6 635.  687.3 317.1 894.1
 767.7 863.6 842.1 794.4 687.8 813.8 725.7 936.1 461.2 874.  759.8 435.2
 532.4 462.4 789.2 505.9 639.4 782.  671.1 882.5 689.7 766.7 742.8 754.5
 453.2 362.6 549.5 673.3 563.1 605.3 314.4 329.8 183.  119.2 115.6 195.1
 285.8 257.   75.5  88.8  65.7  25.4  40.3  13.   24.7  26.7  22.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[121.4 133.3 133.9  89.4  78.6 116.1 153.5 124.1 164.8  93.2  83.2  91.
  97.7 101.4  88.5 103.4  77.3 102.3  89.9 104.2 112.7  69.2  92.3  81.5
 144.7 190.3 172.6 185.8 205.  288.6 414.3 321.  361.  448.3 333.1 282.4
 281.2 368.4 282.3 233.4 356.6 455.6 274.1 306.8 362.2 259.8 339.1 308.5
 282.8 357.6 211.8 262.9 281.2 174.9 314.5 255.7 313.5 321.6 342.  404.1
 351.6 326.6 298.9 343.2 384.2 365.7 375.  397.2 542.3 487.8 609.6 510.7
 570.7 599.2 607.3 430.8 449.  635.2 656.6 444.4 607.9 554.7 491.  462.1
 713.1 607.2 631.9 645.4 605.8 792.1 442.1 360.5 437.7 313.  281.  179.7]"
288,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   12.2  21.4  41.   28.4  41.6  61.1  71.1 137.3 147.6
 259.8 400.  288.8 363.8 502.4 544.4 729.3 545.  581.1 669.2 331.4 833.3
 824.1 788.4 682.3 941.4 726.8 764.5 917.  741.  397.  671.4 737.3 447.1
 629.5 501.6 759.2 562.8 653.5 791.3 730.8 799.5 869.8 783.4 702.5 671.2
 415.5 286.5 553.1 654.  615.5 616.5 307.7 353.8 172.9  94.8 129.2 163.5
 285.2 253.1  98.3  83.9  63.3  35.8  38.6  12.1  24.8  25.5  19.6   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[107.6 122.8 168.9  99.6  76.9 134.1 163.6 122.5 133.6  95.1  79.8  91.3
 118.3 103.4  97.9 102.7  87.7 119.1  75.3 106.1 110.7  89.1 123.1  90.2
 149.4 157.7 189.4 237.3 240.4 315.9 364.6 364.9 310.6 453.  336.2 231.9
 305.8 415.7 271.6 222.5 300.1 406.1 268.4 249.3 315.7 296.  311.2 255.6
 307.6 351.6 232.3 217.3 269.8 217.4 305.  271.3 259.  263.  287.3 424.9
 268.6 396.8 336.8 355.8 348.5 373.1 368.4 456.2 530.7 385.9 559.4 521.2
 513.4 614.2 590.5 533.8 410.  655.5 573.  541.1 562.2 480.7 482.2 473.8
 651.8 592.9 580.7 555.9 554.5 619.6 477.1 386.4 400.4 341.6 332.1 238.8]"
289,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.2  24.4  25.7  29.1  42.2  67.9  64.1 124.4 130.5
 285.4 321.9 282.  304.5 391.6 556.7 509.4 504.7 589.2 544.  358.1 784.
 680.3 801.9 624.1 842.8 623.  850.1 720.5 709.7 401.  754.2 590.8 509.7
 645.7 475.2 806.3 605.6 626.3 708.3 627.9 697.1 743.4 699.3 666.2 622.1
 496.8 379.4 631.5 672.4 521.5 465.1 330.1 338.3 168.4 103.6 152.8 167.6
 304.5 260.8  79.9  89.3  70.8  38.8  37.8  15.4  22.7  27.3  18.6   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[134.8 113.8 144.8  90.1  91.9 112.  144.  129.1 128.9 108.9  86.6 103.
 127.1  90.9 104.2  89.5  85.3 131.9  86.5 113.3  98.   76.8 117.5 102.6
 156.9 188.9 173.3 212.3 243.2 353.7 358.7 284.2 273.4 506.2 297.2 244.
 299.9 363.4 354.2 238.  323.5 453.2 318.3 239.7 329.7 264.3 325.7 387.2
 304.4 339.5 179.9 252.1 215.8 193.1 321.2 270.1 311.3 381.7 395.5 399.7
 312.5 268.4 264.4 355.2 444.9 428.  362.  497.4 673.2 460.3 497.  504.2
 478.7 496.4 563.8 508.7 489.6 576.8 630.3 402.7 624.5 439.2 589.  369.9
 724.  744.6 560.6 575.5 453.4 703.8 405.1 424.6 485.7 341.6 274.1 223.8]"
290,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   12.8  20.6  33.7  33.2  40.9  66.1  57.4 117.7 132.3
 252.4 295.  296.2 336.  383.4 802.3 683.  499.4 672.7 607.4 370.5 667.2
 818.6 920.4 764.7 935.4 709.9 694.5 721.5 804.7 464.7 853.4 672.3 479.
 575.6 473.  757.8 586.5 757.9 714.4 716.8 845.9 899.4 792.7 818.  765.7
 391.1 290.9 700.7 559.5 419.3 551.5 288.9 255.9 170.5 108.  112.2 172.1
 284.4 244.2  86.3  75.2  76.4  40.9  27.5  16.2  23.5  28.2  21.2   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[121.4 142.8 160.   98.3  82.9 136.9 153.1 120.3 125.3  77.3  88.4  80.7
 114.6 108.8  97.   94.2  89.7 129.2  75.7 120.4 130.   83.5 127.9  93.8
 172.  175.6 152.4 186.8 275.7 251.  464.3 379.8 311.9 443.8 336.8 223.3
 313.8 321.2 311.8 290.2 349.6 466.4 294.8 252.3 247.  281.4 362.5 275.1
 267.6 388.6 212.8 242.6 250.4 243.8 291.6 272.2 199.  268.9 354.2 365.7
 336.7 382.6 336.5 334.3 365.7 385.9 382.9 424.1 561.4 496.4 664.1 501.8
 392.1 568.  583.5 470.4 377.2 597.5 664.1 461.6 507.5 575.3 549.5 468.4
 710.3 501.6 588.5 545.1 649.5 669.7 460.4 477.4 351.8 371.1 330.5 205. ]"
291,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   10.2  21.7  35.3  28.5  47.3  60.3  76.1 108.1 131.9
 243.2 334.6 326.9 300.3 393.2 574.4 673.5 508.8 642.7 688.3 307.6 808.7
 887.5 753.6 809.3 833.3 659.3 932.2 742.1 692.8 438.  808.6 665.5 497.1
 490.  468.4 717.7 647.7 616.5 701.7 697.3 712.1 577.4 659.1 827.3 662.5
 435.1 319.8 627.1 556.4 522.8 497.  358.5 278.6 202.   98.1 110.4 156.4
 286.8 209.4  94.4  89.   69.7  29.5  32.5  12.5  24.7  27.1  21.3   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[128.4 119.6 144.9  95.3  83.2 116.6 121.3 101.3 132.  110.4  88.6  80.2
 110.3  88.6  85.3 108.   89.  117.2  80.6  85.2 105.5  94.1 113.6  78.9
 162.7 172.1 189.7 164.7 281.5 323.7 393.2 387.9 345.2 506.5 393.3 253.
 269.5 416.3 260.  277.5 355.5 415.4 274.5 254.2 298.6 272.5 331.7 312.9
 264.4 335.4 234.2 256.2 212.3 225.1 333.8 190.1 339.2 304.7 306.9 360.1
 306.2 332.7 251.1 369.1 423.  327.6 359.8 361.4 547.5 451.1 653.4 386.3
 516.7 604.8 634.  391.3 423.  587.4 638.9 446.7 573.1 419.4 565.1 414.9
 720.9 764.2 561.8 602.4 543.5 824.4 433.  433.5 360.8 427.3 385.  241. ]"
292,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    9.6  22.4  31.1  33.1  39.4  64.9  77.2 143.3  99.6
 302.7 312.9 296.2 279.8 464.5 643.1 556.3 541.2 781.3 669.3 313.2 726.2
 813.7 770.6 688.5 911.1 743.2 779.2 746.3 768.5 402.8 719.7 760.3 443.8
 609.2 429.1 866.  487.8 617.4 678.6 663.1 772.4 740.1 741.3 621.3 613.8
 489.4 392.6 687.7 640.2 580.4 461.6 337.8 360.4 168.3 125.9 123.2 188.9
 326.  309.   94.8  72.   63.8  29.7  37.8  17.8  23.7  26.2  22.7   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[ 96.8 141.1 133.3 103.1  74.9 123.9 109.1 125.  124.2  83.7  78.2  88.
 100.8  86.5  98.2 117.3  83.6 108.8  79.8  92.1 125.5  87.1 123.5  76.1
 152.7 206.7 228.2 253.  232.8 335.2 377.1 400.1 337.5 447.3 322.3 254.2
 299.7 377.9 283.2 281.6 287.4 400.7 340.8 238.6 216.4 259.3 283.6 292.
 276.4 343.1 249.  247.2 257.7 233.2 347.8 329.4 265.9 353.1 337.2 378.6
 345.  375.9 328.9 289.2 372.1 414.6 373.5 325.9 606.3 517.1 592.4 409.
 511.9 620.  615.1 417.4 411.6 726.4 562.6 422.5 472.9 584.  462.6 433.8
 671.4 633.1 544.3 604.6 522.9 593.5 459.2 432.3 439.7 432.5 310.  180.8]"
293,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   13.4  28.   33.2  27.7  46.4  51.9  59.6 138.  148.4
 279.5 324.6 290.6 340.6 403.1 602.3 635.  529.4 647.6 621.  336.7 782.1
 691.3 852.  766.4 927.3 782.5 780.  568.3 792.4 486.1 794.1 588.8 510.2
 680.3 412.3 690.  500.8 598.1 708.  770.  578.3 646.2 762.3 752.7 723.4
 477.8 372.9 542.2 554.5 584.2 516.3 414.  334.9 143.6  90.7 126.3 163.7
 335.4 287.7  99.   69.4  65.8  30.1  35.7  13.8  22.5  24.8  20.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[123.5 158.4 128.2  94.7  80.1 113.8 146.2 104.7 151.1  82.6  93.2 102.7
 106.3 109.5 110.6  90.6  75.3 101.2  92.8 103.7 122.6  89.5 106.5  89.3
 128.4 203.1 185.7 199.6 269.  338.4 394.5 388.9 274.9 445.5 288.5 228.5
 241.2 332.1 339.2 238.3 321.5 429.7 289.7 288.  277.1 281.8 329.1 342.6
 300.  409.9 226.5 260.7 260.  204.2 282.5 251.4 249.  296.4 398.1 429.5
 333.8 305.4 296.8 415.4 469.3 333.2 318.4 355.2 675.6 512.5 589.  539.1
 494.1 715.8 565.9 419.1 463.2 494.4 612.9 383.5 627.1 676.9 540.8 473.4
 579.6 649.1 534.6 595.3 489.3 634.1 389.8 448.9 358.2 347.3 293.4 234.5]"
294,"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   10.9  19.2  32.1  30.7  38.3  50.1  58.6 120.1 152.3
 289.3 369.3 301.9 338.1 409.9 731.8 670.6 452.9 610.5 611.4 347.5 759.1
 906.5 925.2 783.8 920.5 791.2 802.1 789.4 595.6 494.4 702.  671.1 494.5
 682.9 402.9 821.4 538.1 670.9 809.  740.1 831.  807.5 661.2 792.2 740.4
 514.  345.3 635.5 598.  569.6 545.7 316.7 322.3 130.9 102.1 129.6 147.3
 285.9 264.4 106.7  75.9  70.3  36.1  25.   15.1  23.4  29.8  24.4   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[120.  122.7 110.5 107.1  92.1 141.1 160.5 120.9 131.9  99.6  98.1  96.2
 114.3  95.8 108.7 105.9  78.1 111.9  78.9 101.4 115.6  74.2 102.7  86.8
 188.5 177.4 172.4 187.9 260.4 349.5 380.9 346.4 312.2 514.8 287.3 236.7
 287.7 400.8 288.3 265.8 338.  436.7 294.7 241.6 284.3 269.1 342.7 276.2
 300.6 357.4 240.5 288.8 230.2 246.2 318.5 307.5 271.9 320.2 302.4 343.2
 270.5 305.  319.6 359.2 410.5 404.4 403.6 427.2 554.1 497.3 534.6 560.2
 470.2 548.5 640.4 458.9 455.9 543.9 732.2 502.5 648.5 542.2 498.3 453.
 684.1 652.1 541.1 558.6 665.  593.7 397.7 391.2 404.6 339.4 333.9 232.7]"
